test_set,expected_tier,predicted_tier,confidence,correct,sell_through,price,discount
A_obvious_dead_stock,dead_stock,dead_stock,0.5185,True,0.172,86.27,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5493,True,0.053,90.38,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6679,True,0.113,52.85,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6871,True,0.149,89.53,0.0
A_obvious_dead_stock,dead_stock,average,0.7166,False,0.068,126.02,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5986,True,0.145,80.02,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5067,True,0.01,111.94,0.0
A_obvious_dead_stock,dead_stock,average,0.8839,False,0.036,86.44,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.9211,True,0.133,52.76,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5562,True,0.068,48.99,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6812,True,0.086,22.0,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5329,True,0.061,152.79,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5351,True,0.106,72.08,0.0
A_obvious_dead_stock,dead_stock,average,0.8197,False,0.068,125.29,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.565,True,0.123,84.58,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6208,True,0.142,29.88,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.8276,True,0.057,63.87,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.9069,True,0.102,48.09,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6927,True,0.116,60.19,0.0
A_obvious_dead_stock,dead_stock,average,0.797,False,0.078,81.15,0.0
A_obvious_dead_stock,dead_stock,average,0.71,False,0.155,126.79,0.0
A_obvious_dead_stock,dead_stock,average,0.7934,False,0.052,96.7,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6831,True,0.137,68.9,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5873,True,0.12,59.6,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6818,True,0.047,66.39,0.0
A_obvious_dead_stock,dead_stock,average,0.6634,False,0.146,96.8,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5382,True,0.076,63.46,0.0
A_obvious_dead_stock,dead_stock,average,0.7833,False,0.169,42.38,0.0
A_obvious_dead_stock,dead_stock,average,0.7286,False,0.056,119.53,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5183,True,0.082,65.28,0.0
A_obvious_dead_stock,dead_stock,average,0.7512,False,0.179,79.57,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5171,True,0.064,89.29,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5553,True,0.07,43.44,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.8207,True,0.137,52.85,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6693,True,0.159,45.75,0.0
A_obvious_dead_stock,dead_stock,average,0.7112,False,0.01,83.69,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5218,True,0.15,43.04,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5502,True,0.149,117.72,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5911,True,0.138,67.71,0.0
A_obvious_dead_stock,dead_stock,average,0.6869,False,0.045,95.33,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5561,True,0.04,33.52,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5465,True,0.086,52.67,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.8491,True,0.043,74.9,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6008,True,0.104,119.64,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5645,True,0.112,30.98,0.0
A_obvious_dead_stock,dead_stock,average,0.7339,False,0.105,137.85,0.0
A_obvious_dead_stock,dead_stock,average,0.6483,False,0.106,125.17,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5449,True,0.12,47.88,0.0
A_obvious_dead_stock,dead_stock,average,0.6956,False,0.169,138.08,0.0
A_obvious_dead_stock,dead_stock,average,0.9057,False,0.046,154.35,0.0
A_obvious_dead_stock,dead_stock,average,0.6735,False,0.033,88.8,0.0
A_obvious_dead_stock,dead_stock,average,0.644,False,0.055,105.01,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.8612,True,0.027,66.47,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.587,True,0.138,122.61,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.9192,True,0.078,41.76,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.7017,True,0.176,46.8,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.7643,True,0.078,55.22,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.651,True,0.157,85.15,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5814,True,0.118,101.57,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5191,True,0.107,73.52,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.9537,True,0.069,125.65,0.0
A_obvious_dead_stock,dead_stock,average,0.7334,False,0.046,131.12,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5027,True,0.168,137.87,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.7897,True,0.167,65.69,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.7002,True,0.106,43.6,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5163,True,0.011,112.59,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5234,True,0.106,38.64,0.0
A_obvious_dead_stock,dead_stock,average,0.6572,False,0.174,106.81,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6112,True,0.159,109.7,0.0
A_obvious_dead_stock,dead_stock,average,0.7995,False,0.177,145.14,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.634,True,0.03,100.87,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5258,True,0.014,86.22,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5711,True,0.124,64.89,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5552,True,0.046,70.88,0.0
A_obvious_dead_stock,dead_stock,average,0.6501,False,0.171,84.83,0.0
A_obvious_dead_stock,dead_stock,average,0.8143,False,0.158,125.61,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5517,True,0.101,81.78,0.0
A_obvious_dead_stock,dead_stock,average,0.6473,False,0.164,95.08,0.0
A_obvious_dead_stock,dead_stock,average,0.7112,False,0.02,25.87,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6567,True,0.078,41.34,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.7556,True,0.042,52.42,0.0
A_obvious_dead_stock,dead_stock,average,0.7247,False,0.151,81.23,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.8568,True,0.145,45.07,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6328,True,0.092,115.23,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5733,True,0.025,99.57,0.0
A_obvious_dead_stock,dead_stock,average,0.65,False,0.016,110.6,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5895,True,0.098,48.74,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5925,True,0.021,56.13,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.9728,True,0.116,61.48,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5462,True,0.069,87.94,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6369,True,0.074,127.27,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5035,True,0.124,76.12,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5536,True,0.169,65.06,0.0
A_obvious_dead_stock,dead_stock,average,0.6801,False,0.084,140.65,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.9306,True,0.021,133.73,0.0
A_obvious_dead_stock,dead_stock,average,0.7835,False,0.09,89.25,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6942,True,0.12,46.43,0.0
A_obvious_dead_stock,dead_stock,average,0.7132,False,0.069,111.54,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6716,True,0.082,54.83,0.0
A_obvious_dead_stock,dead_stock,average,0.8789,False,0.137,117.23,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5882,True,0.162,79.88,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5817,True,0.06,29.87,0.0
A_obvious_dead_stock,dead_stock,average,0.6769,False,0.04,81.23,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6388,True,0.032,95.41,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5848,True,0.143,39.61,0.0
A_obvious_dead_stock,dead_stock,average,0.6725,False,0.071,92.03,0.0
A_obvious_dead_stock,dead_stock,average,0.7412,False,0.138,92.04,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5183,True,0.073,36.05,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.868,True,0.119,59.91,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5619,True,0.145,125.42,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.7447,True,0.094,39.53,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6127,True,0.048,54.34,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.8622,True,0.161,74.91,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.7822,True,0.069,66.93,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5402,True,0.02,89.75,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6887,True,0.04,33.83,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.8083,True,0.125,45.59,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5723,True,0.083,93.22,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5143,True,0.074,83.15,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5709,True,0.017,89.75,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.8005,True,0.077,24.44,0.0
A_obvious_dead_stock,dead_stock,average,0.8909,False,0.092,100.49,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5029,True,0.08,89.48,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.8285,True,0.027,70.17,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5657,True,0.059,103.18,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5685,True,0.053,60.96,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5682,True,0.154,91.22,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5672,True,0.046,59.14,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.9102,True,0.019,31.37,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.626,True,0.143,110.25,0.0
A_obvious_dead_stock,dead_stock,average,0.6443,False,0.1,123.82,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5985,True,0.051,54.7,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5202,True,0.144,65.79,0.0
A_obvious_dead_stock,dead_stock,average,0.6817,False,0.042,116.61,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5015,True,0.177,87.53,0.0
A_obvious_dead_stock,dead_stock,average,0.8362,False,0.08,31.87,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.7399,True,0.177,39.13,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5007,True,0.122,110.31,0.0
A_obvious_dead_stock,dead_stock,average,0.7095,False,0.106,115.59,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6346,True,0.077,21.53,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6376,True,0.157,67.72,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.7087,True,0.052,162.33,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5868,True,0.118,68.39,0.0
A_obvious_dead_stock,dead_stock,average,0.743,False,0.044,112.01,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.645,True,0.034,108.92,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5155,True,0.046,28.45,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.7573,True,0.023,49.79,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5504,True,0.16,42.61,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5355,True,0.069,73.41,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.683,True,0.052,27.67,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.66,True,0.023,85.68,0.0
A_obvious_dead_stock,dead_stock,average,0.8197,False,0.06,172.77,0.0
A_obvious_dead_stock,dead_stock,average,0.7114,False,0.114,149.74,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.5513,True,0.023,77.29,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6467,True,0.085,34.44,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.9366,True,0.09,160.82,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.7157,True,0.1,59.66,0.0
A_obvious_dead_stock,dead_stock,dead_stock,0.6373,True,0.167,104.07,0.0
